LOC_Os03g41060.1	8-79
LOC_Os09g09820.1	424-603
LOC_Os09g09820.1	594-620
LOC_Os09g09820.1	545-697
LOC_Os09g09820.1	667-711
LOC_Os09g09820.1	740-769
LOC_Os09g09820.1	633-779
LOC_Os09g09820.1	797-853
LOC_Os09g09820.1	850-900
LOC_Os09g09820.1	929-973
LOC_Os09g09820.1	925-990
LOC_Os09g09820.1	900-1010
LOC_Os09g09820.1	1021-1122
LOC_Os09g09820.1	1034-1135
LOC_Os09g09820.1	1229-1306
LOC_Os09g09820.1	1260-1322
LOC_Os09g09820.1	1255-1374
LOC_Os09g09820.1	1331-1402
LOC_Os09g09820.1	1356-1493
LOC_Os09g09820.1	1521-1544
LOC_Os09g09820.1	1490-1573
LOC_Os09g09820.1	1598-1645
LOC_Os08g07880.1	26-43
LOC_Os08g07880.1	120-143
LOC_Os04g58810.1	56-103
LOC_Os04g58810.1	79-108
LOC_Os10g03750.1	48-167
LOC_Os07g10540.2	200-316
LOC_Os07g10540.2	298-435
LOC_Os07g10540.2	425-466
LOC_Os07g10540.2	451-549
LOC_Os07g10540.2	557-601
LOC_Os07g10540.2	553-612
LOC_Os07g10540.2	605-649
LOC_Os10g37180.1	54-143
LOC_Os02g57390.1	219-317
LOC_Os02g57390.1	259-324
LOC_Os03g03500.1	31-51
LOC_Os03g03500.1	11-61
LOC_Os03g03500.1	54-113
LOC_Os03g03500.1	64-180
LOC_Os03g02470.3	12-56
LOC_Os03g02470.3	62-154
LOC_Os03g02470.3	1-198
LOC_Os03g02470.3	180-206
LOC_Os05g42150.1	1-39
LOC_Os05g42150.1	108-131
LOC_Os05g42150.1	8-184
LOC_Os05g42150.1	153-197
LOC_Os05g42150.1	194-229
LOC_Os04g52450.1	4-159
LOC_Os04g52450.2	4-159
LOC_Os04g52450.2	190-252
LOC_Os04g52450.2	65-265
LOC_Os04g52450.2	268-435
LOC_Os04g52450.2	407-442
LOC_Os04g52450.2	439-459
LOC_Os04g52450.2	141-509
LOC_Os04g52450.2	499-528
LOC_Os04g52450.2	522-545
LOC_Os01g11860.1	11-73
LOC_Os05g04584.1	95-142
LOC_Os05g04584.1	82-147
LOC_Os11g31330.1	16-48
LOC_Os11g29190.3	157-234
LOC_Os11g29190.3	110-268
LOC_Os07g28810.1	48-155
LOC_Os07g28810.1	133-201
LOC_Os07g27780.1	46-81
LOC_Os12g42739.1	3-131
LOC_Os12g42739.1	156-173
LOC_Os12g42739.1	17-250
LOC_Os12g42739.1	251-274
LOC_Os12g42739.1	281-301
LOC_Os12g42739.1	115-363
LOC_Os12g42739.1	219-374
LOC_Os12g42739.1	353-388
LOC_Os05g12460.1	14-253
LOC_Os05g12460.1	142-279
LOC_Os05g12460.1	108-302
LOC_Os05g12460.1	340-369
LOC_Os05g12460.1	363-380
LOC_Os05g12460.1	347-427
LOC_Os05g12460.1	476-595
LOC_Os05g12460.1	528-617
LOC_Os05g12460.1	614-640
LOC_Os05g12460.1	641-676
LOC_Os05g12460.1	651-698
LOC_Os05g12460.1	735-797
LOC_Os05g12460.1	751-801
LOC_Os03g13100.1	75-227
LOC_Os12g07300.1	19-75
LOC_Os12g07300.1	120-152
LOC_Os12g07300.1	113-175
LOC_Os12g07300.1	206-235
LOC_Os12g07300.1	159-251
LOC_Os12g07300.2	19-75
LOC_Os12g07300.2	120-152
LOC_Os12g07300.2	113-175
LOC_Os12g07300.2	206-235
LOC_Os12g07300.2	159-251
LOC_Os01g60930.1	3-23
LOC_Os02g22370.1	54-131
LOC_Os02g22370.1	20-277
LOC_Os02g22370.1	205-369
LOC_Os02g22370.1	141-404
LOC_Os11g17600.1	4-57
LOC_Os02g22370.2	54-131
LOC_Os02g22370.2	20-277
LOC_Os02g22370.2	205-369
LOC_Os02g22370.2	141-404
LOC_Os03g21850.1	85-108
LOC_Os07g05380.1	28-45
LOC_Os07g05380.1	33-62
LOC_Os07g05380.1	85-102
LOC_Os11g17600.2	4-57
LOC_Os02g22370.3	54-131
LOC_Os02g22370.3	20-277
LOC_Os02g22370.3	205-369
LOC_Os02g22370.3	141-404
LOC_Os03g21850.2	84-107
LOC_Os03g37810.1	87-140
LOC_Os11g17600.3	4-57
LOC_Os03g36780.1	9-143
LOC_Os02g55400.1	11-64
LOC_Os07g38410.1	1-48
LOC_Os07g38410.1	26-58
LOC_Os07g38410.1	48-89
LOC_Os07g38410.1	67-96
LOC_Os08g36860.1	13-111
LOC_Os08g36860.1	145-192
LOC_Os10g32730.1	128-181
LOC_Os10g32730.1	157-201
LOC_Os10g32730.1	165-218
LOC_Os03g15410.1	2-154
LOC_Os03g15410.1	216-353
LOC_Os03g15410.1	115-360
LOC_Os03g14380.1	59-79
LOC_Os03g14380.1	321-368
LOC_Os01g07730.1	5-145
LOC_Os01g07730.1	97-153
LOC_Os01g07730.1	63-206
LOC_Os05g46770.1	71-94
LOC_Os04g47290.3	3-44
LOC_Os04g47290.3	32-55
LOC_Os04g47290.3	70-114
LOC_Os04g47290.3	102-215
LOC_Os04g47290.3	243-278
LOC_Os04g47290.3	217-288
LOC_Os07g07690.1	77-208
LOC_Os07g07690.1	66-254
LOC_Os05g46770.2	71-94
LOC_Os07g07690.2	77-208
LOC_Os07g07690.2	66-254
LOC_Os11g18880.2	35-67
LOC_Os11g18880.2	94-111
LOC_Os11g18880.2	39-152
LOC_Os11g18880.2	153-188
LOC_Os11g18880.2	169-201
LOC_Os11g18880.2	182-205
LOC_Os11g18880.2	198-242
LOC_Os11g18880.2	246-263
LOC_Os11g18880.2	236-292
LOC_Os11g18880.3	2-85
LOC_Os11g18880.3	116-133
LOC_Os11g18880.3	82-138
LOC_Os01g32964.1	123-209
LOC_Os07g48010.1	2-34
LOC_Os03g63450.1	18-113
LOC_Os03g63450.1	61-123
LOC_Os03g63450.1	77-127
LOC_Os03g63450.1	128-175
LOC_Os03g63450.1	154-279
LOC_Os03g63450.1	206-289
LOC_Os03g63450.1	165-317
LOC_Os03g63450.1	286-324
LOC_Os03g63450.1	314-358
LOC_Os03g63450.1	342-431
LOC_Os03g63450.1	325-453
LOC_Os03g63450.1	401-496
LOC_Os03g63450.1	454-567
LOC_Os04g35114.1	27-50
LOC_Os04g35114.1	14-73
LOC_Os04g35114.1	57-119
LOC_Os04g35114.1	77-130
LOC_Os04g35114.1	143-241
LOC_Os03g63450.2	18-113
LOC_Os03g63450.2	61-123
LOC_Os03g63450.2	77-127
LOC_Os03g63450.2	128-175
LOC_Os03g63450.2	154-279
LOC_Os03g63450.2	206-289
LOC_Os03g63450.2	165-317
LOC_Os03g63450.2	286-324
LOC_Os03g63450.2	314-358
LOC_Os03g63450.2	342-431
LOC_Os03g63450.2	325-453
LOC_Os03g63450.2	401-496
LOC_Os03g63450.2	454-567
LOC_Os01g40840.2	105-305
LOC_Os01g40840.2	275-328
LOC_Os01g40840.2	332-370
LOC_Os03g16690.1	68-247
LOC_Os03g16690.1	229-321
LOC_Os01g02400.2	107-193
LOC_Os01g02400.2	175-372
LOC_Os01g02400.2	472-513
LOC_Os01g02400.2	215-589
LOC_Os01g02400.2	605-700
LOC_Os01g02400.2	559-888
LOC_Os01g02400.3	107-193
LOC_Os01g02400.3	175-372
LOC_Os01g02400.3	472-513
LOC_Os01g02400.3	215-589
LOC_Os01g02400.3	605-700
LOC_Os01g02400.3	1062-1130
LOC_Os01g02400.3	1066-1140
LOC_Os01g02400.3	1127-1171
LOC_Os01g02400.3	1137-1214
LOC_Os01g02400.3	1198-1221
LOC_Os01g02400.3	1247-1273
LOC_Os01g02400.3	1298-1315
LOC_Os01g02400.3	1288-1341
LOC_Os01g02400.3	1355-1378
LOC_Os01g02400.3	1388-1408
LOC_Os01g02400.3	1317-1430
LOC_Os01g02400.3	1436-1537
LOC_Os01g02400.3	1541-1585
LOC_Os01g02400.3	1591-1608
LOC_Os01g02400.3	1615-1662
LOC_Os01g02400.3	1649-1675
LOC_Os01g02400.3	1545-1694
LOC_Os01g02400.3	1752-1778
LOC_Os01g02400.3	1784-1810
LOC_Os01g02400.3	1839-1892
LOC_Os01g02400.3	1732-1905
LOC_Os01g02400.3	1920-1970
LOC_Os01g02400.3	2027-2059
LOC_Os01g02400.3	2072-2101
LOC_Os01g02400.3	2001-2117
LOC_Os01g02400.3	2114-2131
LOC_Os05g41440.2	5-55
LOC_Os05g41440.2	39-68
LOC_Os05g41440.2	25-111
LOC_Os05g41440.2	134-196
LOC_Os05g41440.2	118-237
LOC_Os05g41440.2	212-241
LOC_Os05g41440.2	238-267
LOC_Os05g41440.2	201-293
LOC_Os05g41440.2	336-371
LOC_Os07g18320.1	32-79
LOC_Os07g18320.1	46-249
LOC_Os01g71256.1	8-145
LOC_Os01g71256.1	27-152
LOC_Os02g51350.1	226-297
LOC_Os02g51350.1	288-308
LOC_Os02g51350.1	309-326
LOC_Os02g51350.1	218-355
LOC_Os02g51350.1	346-369
LOC_Os08g37605.1	47-217
LOC_Os08g37605.1	190-225
LOC_Os08g37605.1	90-260
LOC_Os01g50440.1	11-46
LOC_Os01g50440.1	69-122
LOC_Os01g12000.1	64-129
LOC_Os01g04710.1	54-80
LOC_Os03g27320.5	50-121
LOC_Os03g27320.5	73-249
LOC_Os03g27320.5	207-272
LOC_Os03g27320.5	269-337
LOC_Os03g27320.5	301-456
LOC_Os03g27320.5	481-498
LOC_Os08g06885.1	80-133
LOC_Os02g36590.1	39-71
LOC_Os02g36590.1	78-167
LOC_Os02g36590.1	186-206
LOC_Os02g36590.1	125-256
LOC_Os02g36590.1	243-278
LOC_Os02g36590.1	175-315
LOC_Os02g36590.1	340-357
LOC_Os02g36590.1	312-425
LOC_Os02g36590.1	362-463
LOC_Os02g36590.1	501-539
LOC_Os02g36590.1	482-544
LOC_Os05g05310.1	24-98
LOC_Os05g05310.1	95-364
LOC_Os05g05310.1	205-378
LOC_Os05g05310.1	354-428
LOC_Os05g05310.1	410-457
LOC_Os05g05310.1	403-504
LOC_Os02g36590.2	59-91
LOC_Os02g36590.2	98-187
LOC_Os02g36590.2	206-226
LOC_Os02g36590.2	145-276
LOC_Os02g36590.2	263-298
LOC_Os02g36590.2	195-335
LOC_Os02g36590.2	360-377
LOC_Os02g36590.2	332-442
LOC_Os05g05310.2	23-97
LOC_Os05g05310.2	94-360
LOC_Os05g05310.2	204-374
LOC_Os05g05310.2	350-424
LOC_Os05g05310.2	406-453
LOC_Os05g05310.2	399-500
LOC_Os02g36590.3	115-171
LOC_Os02g36590.3	158-193
LOC_Os02g36590.3	75-230
LOC_Os02g36590.3	255-272
LOC_Os02g36590.3	227-337
LOC_Os12g37560.1	128-160
LOC_Os06g03760.1	32-58
LOC_Os12g37560.2	111-143
LOC_Os06g03760.2	108-134
LOC_Os06g03760.2	38-190
LOC_Os06g03760.2	31-345
LOC_Os06g03760.3	14-40
LOC_Os03g60430.1	86-139
LOC_Os03g60430.1	78-191
LOC_Os03g60430.1	207-236
LOC_Os03g60430.1	348-413
LOC_Os03g60430.1	34-417
LOC_Os03g60430.1	233-496
LOC_Os03g60430.1	542-565
LOC_Os03g60430.2	86-139
LOC_Os03g60430.2	78-191
LOC_Os03g60430.2	207-236
LOC_Os03g60430.2	348-413
LOC_Os03g60430.2	34-417
LOC_Os03g60430.2	233-496
LOC_Os03g60430.2	542-565
LOC_Os01g52750.1	21-38
LOC_Os04g20440.1	37-57
LOC_Os04g20440.1	63-101
LOC_Os04g20440.1	118-147
LOC_Os04g20440.1	213-233
LOC_Os04g20440.1	241-288
LOC_Os01g13280.1	1-87
LOC_Os01g13280.1	154-261
LOC_Os02g47220.1	16-66
LOC_Os02g47220.1	186-230
LOC_Os02g47220.1	98-268
LOC_Os02g47220.1	324-347
LOC_Os02g47220.1	341-364
LOC_Os02g47220.1	103-378
LOC_Os02g47220.1	366-386
LOC_Os02g47220.1	412-429
LOC_Os02g47220.1	430-462
LOC_Os02g47220.1	459-476
LOC_Os02g47220.1	383-520
LOC_Os02g47220.1	463-576
LOC_Os02g47220.1	528-644
LOC_Os02g47220.1	592-651
LOC_Os02g47220.1	661-708
LOC_Os02g47220.1	695-712
LOC_Os02g47220.1	684-722
LOC_Os02g47220.1	759-788
LOC_Os02g47220.1	730-822
LOC_Os02g47220.1	827-847
LOC_Os02g47220.1	848-874
LOC_Os02g47220.1	852-881
LOC_Os02g47220.1	844-960
LOC_Os03g30740.1	5-43
LOC_Os03g30740.1	77-103
LOC_Os10g07480.1	17-37
LOC_Os02g47220.2	16-66
LOC_Os02g47220.2	186-230
LOC_Os02g47220.2	98-268
LOC_Os02g47220.2	324-347
LOC_Os02g47220.2	103-438
LOC_Os02g47220.2	351-554
LOC_Os02g47220.2	341-568
LOC_Os02g47220.2	439-576
LOC_Os02g47220.2	602-619
LOC_Os02g47220.2	620-652
LOC_Os02g47220.2	649-666
LOC_Os02g47220.2	573-710
LOC_Os02g47220.2	653-766
LOC_Os02g47220.2	718-834
LOC_Os02g47220.2	782-841
LOC_Os02g47220.2	851-898
LOC_Os02g47220.2	885-902
LOC_Os02g47220.2	874-912
LOC_Os02g47220.2	949-978
LOC_Os02g47220.2	920-1012
LOC_Os02g47220.2	1017-1037
LOC_Os02g47220.2	1038-1064
LOC_Os02g47220.2	1042-1071
LOC_Os02g47220.2	1034-1150
LOC_Os12g32230.1	78-149
LOC_Os12g32230.1	158-184
LOC_Os08g29710.1	94-258
LOC_Os08g29710.1	35-298
LOC_Os02g47220.3	3-26
LOC_Os02g47220.3	35-82
LOC_Os02g47220.3	79-111
LOC_Os12g32230.2	78-149
LOC_Os12g32230.2	158-184
LOC_Os08g30820.1	64-81
LOC_Os08g30820.1	112-168
LOC_Os08g30820.1	155-178
LOC_Os08g37874.3	17-64
LOC_Os08g37874.3	73-165
LOC_Os10g40590.1	73-153
LOC_Os03g39230.1	38-319
LOC_Os03g39230.1	198-425
LOC_Os03g39230.1	440-562
LOC_Os03g39230.1	445-591
LOC_Os03g39230.1	540-710
LOC_Os03g39230.1	611-715
LOC_Os03g39230.1	700-729
LOC_Os03g39230.1	739-756
LOC_Os03g39230.1	732-776
LOC_Os03g39230.1	773-793
LOC_Os03g39230.1	783-821
LOC_Os03g39230.1	766-834
LOC_Os03g39230.1	835-870
LOC_Os03g39230.1	892-909
LOC_Os03g39230.1	885-941
LOC_Os03g39230.1	860-961
LOC_Os03g39230.1	971-988
LOC_Os03g39230.1	943-1188
LOC_Os03g39230.1	1146-1262
LOC_Os05g38590.3	35-265
LOC_Os05g38590.3	256-297
LOC_Os08g06280.1	14-73
LOC_Os08g06280.1	119-139
LOC_Os08g06280.1	103-153
LOC_Os08g06280.1	143-166
LOC_Os08g06280.1	48-209
LOC_Os08g06280.1	200-229
LOC_Os08g06280.1	157-243
LOC_Os08g06280.2	50-70
LOC_Os08g06280.2	34-84
LOC_Os08g06280.2	74-97
LOC_Os08g06280.2	42-140
LOC_Os08g06280.2	131-160
LOC_Os08g06280.2	88-174
LOC_Os08g06280.2	189-245
LOC_Os08g06280.2	202-258
LOC_Os08g06280.2	252-278
LOC_Os08g06280.2	268-288
LOC_Os08g06280.2	285-308
LOC_Os08g06280.2	295-315
LOC_Os08g06280.2	236-364
LOC_Os08g06280.3	14-73
LOC_Os08g06280.3	119-139
LOC_Os08g06280.3	103-153
LOC_Os08g06280.3	143-166
LOC_Os08g06280.3	48-182
LOC_Os08g06280.4	78-98
LOC_Os08g06280.4	62-112
LOC_Os08g06280.4	102-125
LOC_Os08g06280.4	7-168
LOC_Os08g06280.4	159-188
LOC_Os08g06280.4	116-202
LOC_Os08g06280.4	212-229
LOC_Os02g49530.1	137-208
LOC_Os02g49530.2	137-208
LOC_Os02g49530.2	27-212
LOC_Os03g55270.1	57-170
LOC_Os03g55270.1	180-245
LOC_Os01g32660.1	140-184
LOC_Os08g06280.7	78-98
LOC_Os08g06280.7	62-112
LOC_Os08g06280.7	102-125
LOC_Os08g06280.7	7-141
LOC_Os01g32660.2	140-184
LOC_Os08g06280.8	10-57
LOC_Os08g06280.8	54-77
LOC_Os08g06280.8	67-102
LOC_Os08g06280.8	93-122
LOC_Os08g06280.8	83-136
LOC_Os08g06280.8	146-163
LOC_Os08g40420.1	25-75
LOC_Os08g40420.1	62-106
LOC_Os08g40420.1	79-183
LOC_Os08g40420.1	140-208
LOC_Os08g40420.1	57-245
LOC_Os08g40420.1	220-258
LOC_Os08g40420.1	395-424
LOC_Os08g40420.1	261-452
LOC_Os08g40420.1	456-488
LOC_Os08g40420.1	301-501
LOC_Os08g40420.1	449-514
LOC_Os08g40420.1	511-537
LOC_Os08g40420.1	524-541
LOC_Os01g32660.3	140-184
LOC_Os08g06280.9	14-73
LOC_Os08g06280.9	119-139
LOC_Os08g06280.9	103-153
LOC_Os08g06280.9	143-166
LOC_Os08g06280.9	48-182
LOC_Os08g40420.2	25-75
LOC_Os08g40420.2	62-106
LOC_Os08g40420.2	79-183
LOC_Os08g40420.2	140-208
LOC_Os08g40420.2	57-245
LOC_Os08g40420.2	220-258
LOC_Os08g40420.2	395-424
LOC_Os08g40420.2	261-452
LOC_Os08g40420.2	456-488
LOC_Os08g40420.2	301-501
LOC_Os08g40420.2	449-514
LOC_Os08g40420.2	511-537
LOC_Os08g40420.2	524-541
LOC_Os08g40420.2	531-623
LOC_Os08g40420.2	648-731
LOC_Os08g40420.2	677-736
LOC_Os08g40420.2	556-753
LOC_Os08g40420.2	747-818
LOC_Os08g40420.2	784-837
LOC_Os01g32660.4	140-184
LOC_Os01g32660.5	140-184
LOC_Os01g32660.5	302-379
LOC_Os01g32660.5	181-450
LOC_Os01g32660.5	463-498
LOC_Os01g32660.5	345-560
LOC_Os01g32660.5	440-595
LOC_Os01g32660.5	588-608
LOC_Os01g32660.5	611-631
LOC_Os01g32660.5	583-642
LOC_Os01g32660.5	633-659
LOC_Os01g32660.5	679-705
LOC_Os01g32660.5	687-710
LOC_Os01g32660.5	748-804
LOC_Os01g32660.5	785-811
LOC_Os01g32660.5	720-836
LOC_Os01g32660.5	808-843
LOC_Os01g32660.5	815-856
LOC_Os01g32660.5	847-975
LOC_Os05g33260.2	138-293
LOC_Os05g33260.2	26-439
LOC_Os06g48700.1	44-154
LOC_Os06g48700.1	127-192
LOC_Os06g48700.1	219-263
LOC_Os06g48700.1	229-285
LOC_Os06g48700.1	272-298
LOC_Os05g33260.3	138-293
LOC_Os05g33260.3	26-439
LOC_Os05g49220.2	50-70
LOC_Os05g49220.2	9-116
LOC_Os05g49220.2	203-325
LOC_Os05g49220.2	464-484
LOC_Os05g49220.2	141-488
LOC_Os05g49220.2	494-520
LOC_Os12g12140.1	126-143
LOC_Os12g12140.1	140-178
LOC_Os12g12140.1	175-198
LOC_Os12g28100.1	14-220
LOC_Os12g28100.1	242-364
LOC_Os12g28100.1	211-390
LOC_Os12g28100.1	321-410
LOC_Os12g28100.1	404-439
LOC_Os12g28100.1	412-453
LOC_Os12g28100.1	456-476
LOC_Os12g28100.1	483-518
LOC_Os12g28100.1	473-553
LOC_Os12g28100.1	546-635
LOC_Os12g28100.1	505-645
LOC_Os12g28100.1	642-671
LOC_Os12g28100.1	647-697
LOC_Os12g28100.1	682-714
LOC_Os12g28100.1	701-766
LOC_Os12g28100.1	797-820
LOC_Os12g28100.1	804-833
LOC_Os12g28100.1	858-908
LOC_Os12g28100.1	844-933
LOC_Os01g64660.3	134-190
LOC_Os01g64660.3	154-345
LOC_Os01g64660.3	282-377
LOC_Os01g64660.4	153-209
LOC_Os01g64660.4	301-399
LOC_Os01g64660.4	400-429
LOC_Os01g64660.4	297-440
LOC_Os01g64660.4	447-467
LOC_Os01g64660.4	173-616
LOC_Os01g64660.4	490-651
LOC_Os01g64660.4	641-682
LOC_Os08g17784.1	1-81
LOC_Os08g17784.1	11-88
LOC_Os08g17784.1	104-124
LOC_Os08g17784.1	82-237
LOC_Os08g17784.1	242-265
LOC_Os08g17784.2	1-81
LOC_Os08g17784.2	11-88
LOC_Os08g17784.2	104-124
LOC_Os08g17784.2	82-237
LOC_Os08g17784.2	242-265
LOC_Os06g09230.2	28-69
LOC_Os06g09230.2	56-73
LOC_Os06g09230.2	75-95
LOC_Os06g09230.2	89-136
LOC_Os06g09230.2	100-165
LOC_Os03g42650.1	22-69
LOC_Os03g42650.1	184-219
LOC_Os03g42650.1	132-254
LOC_Os03g42650.1	146-403
LOC_Os03g42650.1	331-426
LOC_Os03g42650.1	312-482
LOC_Os03g42650.1	419-493
LOC_Os03g58610.1	57-80
LOC_Os03g42650.2	22-69
LOC_Os03g42650.2	184-219
LOC_Os03g42650.2	132-254
LOC_Os03g42650.2	146-403
LOC_Os03g42650.2	331-426
LOC_Os03g42650.2	419-469
LOC_Os03g42650.2	454-477
LOC_Os03g42650.2	312-488
LOC_Os03g57580.1	10-201
LOC_Os03g57580.1	77-235
LOC_Os03g57580.1	117-254
LOC_Os03g57580.1	232-402
LOC_Os03g57580.1	239-418
LOC_Os03g57580.1	442-462
LOC_Os03g57580.1	449-472
LOC_Os03g57580.1	469-492
LOC_Os03g57580.1	479-523
LOC_Os03g57580.1	399-548
LOC_Os03g57580.1	545-601
LOC_Os03g57580.1	579-623
LOC_Os03g57580.1	633-680
LOC_Os03g57580.1	734-772
LOC_Os03g57580.1	769-792
LOC_Os03g57580.1	699-809
LOC_Os03g57580.1	813-872
LOC_Os03g57580.1	869-886
LOC_Os03g57580.1	793-912
LOC_Os01g42260.1	163-294
LOC_Os01g34970.1	57-284
LOC_Os03g57580.2	66-224
LOC_Os03g57580.2	106-243
LOC_Os03g57580.2	221-415
LOC_Os03g57580.2	412-435
LOC_Os03g57580.2	228-452
LOC_Os03g57580.2	456-515
LOC_Os03g57580.2	512-529
LOC_Os03g57580.2	436-555
LOC_Os01g42260.2	163-294
LOC_Os01g34970.2	57-284
LOC_Os01g34970.2	167-316
LOC_Os03g57580.3	10-201
LOC_Os03g57580.3	77-235
LOC_Os03g57580.3	117-254
LOC_Os03g57580.3	232-402
LOC_Os03g57580.3	239-418
LOC_Os03g57580.3	442-462
LOC_Os03g57580.3	449-472
LOC_Os03g57580.3	469-492
LOC_Os03g57580.3	479-523
LOC_Os03g57580.3	399-548
LOC_Os03g57580.3	545-601
LOC_Os03g57580.3	579-623
LOC_Os03g57580.3	633-680
LOC_Os03g57580.3	734-772
LOC_Os03g57580.3	769-792
LOC_Os03g57580.3	699-809
LOC_Os03g57580.3	813-872
LOC_Os03g57580.3	869-886
LOC_Os03g57580.3	793-912
LOC_Os01g42260.3	163-294
LOC_Os01g42260.4	163-294
LOC_Os01g66970.1	17-43
LOC_Os01g66970.1	13-99
LOC_Os01g66970.1	6-200
LOC_Os01g66970.2	17-43
LOC_Os01g66970.2	13-99
LOC_Os01g66970.2	6-200
LOC_Os01g12570.1	7-51
LOC_Os01g66970.3	17-43
LOC_Os01g66970.3	13-99
LOC_Os01g66970.3	6-200
LOC_Os06g05804.1	149-232
LOC_Os01g66970.4	2-55
LOC_Os01g66970.4	52-72
LOC_Os01g66970.4	69-98
LOC_Os01g66970.4	79-132
LOC_Os01g66970.4	114-140
LOC_Os01g66970.4	95-148
LOC_Os01g66970.4	133-270
LOC_Os01g66970.4	194-274
LOC_Os06g05804.2	12-68
LOC_Os06g05804.2	49-261
LOC_Os11g48000.1	5-34
LOC_Os11g48000.1	36-68
LOC_Os11g48000.1	79-159
LOC_Os11g48000.1	131-163
LOC_Os11g48000.1	87-179
LOC_Os11g48000.1	180-209
LOC_Os11g48000.1	160-213
LOC_Os11g48000.1	164-295
LOC_Os11g48000.1	282-305
LOC_Os11g48000.1	302-325
LOC_Os11g48000.1	309-329
LOC_Os11g48000.1	367-384
LOC_Os11g48000.1	392-409
LOC_Os11g48000.1	388-438
LOC_Os06g05804.3	12-68
LOC_Os06g05804.3	49-261
LOC_Os06g05804.3	5-295
LOC_Os06g05804.3	69-338
LOC_Os06g05804.4	12-68
LOC_Os06g05804.4	49-261
LOC_Os06g05804.4	5-355
LOC_Os06g05804.4	69-482
LOC_Os03g06520.2	480-512
LOC_Os03g06520.2	142-516
LOC_Os01g06130.1	39-83
LOC_Os05g46200.1	280-303
LOC_Os05g46200.1	26-310
LOC_Os05g46200.1	126-326
LOC_Os05g46200.1	307-399
LOC_Os05g45170.1	9-122
LOC_Os05g46200.2	280-303
LOC_Os05g46200.2	26-310
LOC_Os05g46200.2	126-326
LOC_Os05g46200.2	307-399
LOC_Os05g46200.3	280-303
LOC_Os05g46200.3	26-310
LOC_Os05g46200.3	126-326
LOC_Os05g46200.3	307-399
LOC_Os05g46200.3	317-607
LOC_Os05g46200.3	550-630
LOC_Os05g46200.3	611-688
LOC_Os05g46200.3	667-702
LOC_Os05g46200.3	704-733
LOC_Os08g05570.3	65-133
LOC_Os02g21650.1	13-66
LOC_Os02g21650.1	8-109
LOC_Os08g05570.4	17-64
LOC_Os08g05570.4	83-124
LOC_Os06g06210.2	44-103
LOC_Os06g06210.2	33-140
LOC_Os06g06210.2	22-198
LOC_Os02g21650.2	6-59
LOC_Os02g21650.2	1-102
LOC_Os10g28299.1	3-50
LOC_Os08g38600.1	29-130
LOC_Os07g38090.1	148-219
LOC_Os07g38090.1	63-230
LOC_Os07g38090.2	148-207
LOC_Os07g38090.2	63-218
LOC_Os06g38210.1	28-48
LOC_Os06g38210.1	3-53
LOC_Os06g38210.1	41-67
LOC_Os06g38210.1	69-161
LOC_Os06g38210.2	45-125
LOC_Os06g38210.2	64-135
LOC_Os06g38210.2	181-201
LOC_Os06g38210.2	138-206
LOC_Os06g38210.2	71-220
LOC_Os06g38210.2	222-314
LOC_Os06g38210.2	347-391
LOC_Os06g38210.2	379-396
LOC_Os06g38210.2	384-461
LOC_Os06g38210.2	424-468
LOC_Os06g38210.2	398-511
LOC_Os06g38210.2	472-516
LOC_Os06g38210.2	544-564
LOC_Os06g38210.2	570-590
LOC_Os06g38210.2	565-693
LOC_Os06g38210.2	677-718
LOC_Os06g38210.2	624-827
LOC_Os06g38210.2	770-832
LOC_Os06g38210.2	834-980
LOC_Os06g38210.2	949-1014
LOC_Os06g38210.2	1002-1025
LOC_Os06g38210.2	1041-1088
LOC_Os06g38210.2	989-1099
LOC_Os06g38210.2	1198-1257
LOC_Os06g38210.2	1236-1286
LOC_Os06g38210.2	1274-1315
LOC_Os06g38210.2	1320-1364
LOC_Os06g38210.2	1378-1410
LOC_Os06g38210.2	1418-1459
LOC_Os06g38210.2	1395-1499
LOC_Os06g38210.2	1447-1524
LOC_Os06g38210.2	1487-1546
LOC_Os06g38210.2	1551-1637
LOC_Os06g38210.2	1543-1641
LOC_Os06g38210.2	1577-1693
LOC_Os06g38210.2	1760-1795
LOC_Os06g38210.2	1842-1970
LOC_Os06g38210.2	1802-2056
LOC_Os06g38210.2	2057-2083
LOC_Os06g38210.2	2043-2111
LOC_Os06g38210.2	1720-2154
LOC_Os06g38210.2	2161-2181
LOC_Os06g38210.2	2084-2239
LOC_Os06g38210.2	2236-2328
LOC_Os06g38210.2	2211-2360
LOC_Os06g38210.2	2258-2365
LOC_Os06g38210.2	2366-2455
LOC_Os06g38210.2	2391-2519
LOC_Os06g38210.2	2516-2536
LOC_Os06g38210.2	2520-2549
LOC_Os06g38210.2	2452-2571
LOC_Os06g38210.2	2565-2585
LOC_Os06g38210.2	2572-2589
LOC_Os06g38210.2	2596-2616
LOC_Os06g38210.2	2582-2641
LOC_Os06g38210.2	2658-2741
LOC_Os06g38210.2	2686-2745
LOC_Os06g38210.2	2678-2752
LOC_Os06g38210.2	2752-2790
LOC_Os06g38210.2	2821-2838
LOC_Os06g38210.2	2784-2849
LOC_Os06g38210.2	2756-2884
LOC_Os06g38210.2	2881-2925
LOC_Os03g16120.3	70-411
LOC_Os05g48510.2	88-192
LOC_Os03g16120.5	70-396
LOC_Os03g16120.5	360-407
